"X","Y","Z","ReturnNumber","NumberOfReturns","Classification"
309264.530,6143463.570,462.020,1.000,3.000,5.000
309264.450,6143463.580,461.150,2.000,3.000,5.000
309263.760,6143463.690,454.120,3.000,3.000,2.000
309264.510,6143463.420,461.880,1.000,3.000,5.000
309264.430,6143463.430,461.050,2.000,3.000,5.000
309263.750,6143463.530,454.050,3.000,3.000,2.000
309264.520,6143463.260,462.030,1.000,3.000,5.000
309264.400,6143463.280,460.810,2.000,3.000,5.000
309263.740,6143463.370,454.040,3.000,3.000,2.000
309264.640,6143463.090,463.390,1.000,3.000,5.000
309264.550,6143463.100,462.410,2.000,3.000,5.000
309263.730,6143463.210,454.080,3.000,3.000,2.000
309264.630,6143462.930,463.350,1.000,3.000,5.000
309264.530,6143462.950,462.300,2.000,3.000,5.000
309264.430,6143462.950,461.350,3.000,3.000,5.000
309264.620,6143462.770,463.330,1.000,3.000,5.000
309264.470,6143462.790,461.810,2.000,3.000,5.000
309263.700,6143462.880,453.950,3.000,3.000,2.000
309264.470,6143462.640,461.880,1.000,2.000,5.000
309263.690,6143462.720,453.870,2.000,2.000,2.000
309264.620,6143462.470,463.550,1.000,2.000,5.000
309263.660,6143462.560,453.720,2.000,2.000,2.000
309264.610,6143462.310,463.530,1.000,3.000,5.000
309264.300,6143462.340,460.280,2.000,3.000,5.000
309263.640,6143462.390,453.610,3.000,3.000,2.000
309264.530,6143462.170,462.730,1.000,2.000,5.000
309263.630,6143462.240,453.550,2.000,2.000,2.000
309264.600,6143462.000,463.530,1.000,2.000,5.000
309263.620,6143462.070,453.520,2.000,2.000,2.000
309264.580,6143461.850,463.470,1.000,2.000,5.000
309263.590,6143461.910,453.370,2.000,2.000,2.000
309264.570,6143461.690,463.420,1.000,2.000,5.000
309263.590,6143461.740,453.410,2.000,2.000,2.000
309264.570,6143461.540,463.490,1.000,3.000,5.000
309263.730,6143461.570,455.010,2.000,3.000,1.000
309263.570,6143461.580,453.300,3.000,3.000,2.000
309264.340,6143461.400,461.270,1.000,4.000,5.000
309264.250,6143461.400,460.350,2.000,4.000,5.000
309264.100,6143461.400,458.780,3.000,4.000,5.000
309263.550,6143461.410,453.250,4.000,4.000,2.000
309264.630,6143461.230,464.340,1.000,4.000,5.000
309264.340,6143461.230,461.370,2.000,4.000,5.000
309263.720,6143461.250,455.030,3.000,4.000,1.000
309263.540,6143461.250,453.180,4.000,4.000,2.000
309264.320,6143461.080,461.290,1.000,2.000,5.000
309263.530,6143461.090,453.170,2.000,2.000,2.000
309264.310,6143460.920,461.190,1.000,2.000,5.000
309263.520,6143460.920,453.150,2.000,2.000,2.000
309264.640,6143460.780,464.630,1.000,3.000,5.000
309264.290,6143460.770,461.110,2.000,3.000,5.000
309263.990,6143460.770,458.050,3.000,3.000,5.000
309264.620,6143460.620,464.580,1.000,3.000,5.000
309264.320,6143460.620,461.490,2.000,3.000,5.000
309263.490,6143460.600,453.120,3.000,3.000,2.000
309264.580,6143460.470,464.270,1.000,3.000,5.000
309264.290,6143460.470,461.300,2.000,3.000,5.000
309263.480,6143460.450,453.080,3.000,3.000,2.000
309264.570,6143460.320,464.220,1.000,2.000,5.000
309263.470,6143460.280,453.080,2.000,2.000,2.000
309264.600,6143460.170,464.610,1.000,3.000,5.000
309264.480,6143460.160,463.400,2.000,3.000,5.000
309263.470,6143460.110,453.100,3.000,3.000,2.000
309264.520,6143460.000,463.940,1.000,3.000,5.000
309264.270,6143460.000,461.350,2.000,3.000,5.000
309263.460,6143459.950,453.100,3.000,3.000,2.000
309264.480,6143459.850,463.530,1.000,2.000,5.000
309263.450,6143459.780,453.080,2.000,2.000,2.000
309264.290,6143459.690,461.770,1.000,2.000,5.000
309263.430,6143459.630,453.050,2.000,2.000,2.000
309264.520,6143459.550,464.190,1.000,2.000,5.000
309264.140,6143459.520,460.250,2.000,2.000,5.000
309264.290,6143459.370,461.880,1.000,3.000,5.000
309264.170,6143459.360,460.730,2.000,3.000,5.000
309263.410,6143459.300,453.040,3.000,3.000,2.000
309264.520,6143459.240,464.360,1.000,3.000,5.000
309264.180,6143459.210,460.840,2.000,3.000,5.000
309263.400,6143459.140,453.030,3.000,3.000,2.000
309264.170,6143459.050,460.920,1.000,3.000,5.000
309263.970,6143459.020,458.890,2.000,3.000,5.000
309263.390,6143458.970,453.030,3.000,3.000,2.000
309264.190,6143458.900,461.190,1.000,3.000,5.000
309263.950,6143458.870,458.740,2.000,3.000,5.000
309263.390,6143458.810,453.100,3.000,3.000,2.000
309264.240,6143458.740,461.750,1.000,3.000,5.000
309264.150,6143458.740,460.890,2.000,3.000,5.000
309263.380,6143458.640,453.070,3.000,3.000,2.000
309264.240,6143458.600,461.880,1.000,6.000,5.000
309264.130,6143458.580,460.750,2.000,6.000,5.000
309263.990,6143458.560,459.300,3.000,6.000,5.000
309263.890,6143458.550,458.300,4.000,6.000,5.000
309263.680,6143458.510,456.210,5.000,6.000,5.000
309263.370,6143458.480,453.070,6.000,6.000,2.000
309264.130,6143458.420,460.830,1.000,2.000,5.000
309263.360,6143458.320,453.060,2.000,2.000,2.000
309264.200,6143458.280,461.610,1.000,3.000,5.000
309264.070,6143458.260,460.330,2.000,3.000,5.000
309263.360,6143458.150,453.090,3.000,3.000,2.000
309264.150,6143458.120,461.240,1.000,3.000,5.000
309264.070,6143458.100,460.410,2.000,3.000,5.000
309263.350,6143457.990,453.090,3.000,3.000,2.000
309264.130,6143457.950,461.050,1.000,3.000,5.000
309263.830,6143457.900,458.020,2.000,3.000,5.000
309263.330,6143457.820,453.060,3.000,3.000,2.000
309264.140,6143457.800,461.240,1.000,4.000,5.000
309263.920,6143457.760,459.060,2.000,4.000,5.000
309263.560,6143457.700,455.470,3.000,4.000,5.000
309263.330,6143457.660,453.100,4.000,4.000,2.000
309264.130,6143457.650,461.210,1.000,2.000,5.000
309263.320,6143457.500,453.100,2.000,2.000,2.000
309264.130,6143457.490,461.350,1.000,4.000,5.000
309263.880,6143457.440,458.840,2.000,4.000,5.000
309263.570,6143457.380,455.730,3.000,4.000,5.000
309263.310,6143457.330,453.130,4.000,4.000,2.000
309264.220,6143457.350,462.290,1.000,3.000,5.000
309264.060,6143457.320,460.750,2.000,3.000,5.000
309263.310,6143457.170,453.190,3.000,3.000,2.000
309264.190,6143457.190,462.080,1.000,2.000,5.000
309263.300,6143457.000,453.190,2.000,2.000,2.000
309264.190,6143457.040,462.210,1.000,2.000,5.000
309263.290,6143456.840,453.200,2.000,2.000,2.000
309264.160,6143456.880,462.030,1.000,3.000,5.000
309264.050,6143456.850,460.890,2.000,3.000,5.000
309263.280,6143456.670,453.170,3.000,3.000,2.000
309264.100,6143456.700,461.430,1.000,4.000,5.000
309263.630,6143456.600,456.750,2.000,4.000,5.000
309263.500,6143456.570,455.450,3.000,4.000,5.000
309263.280,6143456.520,453.210,4.000,4.000,2.000
309263.530,6143456.410,455.820,1.000,2.000,5.000
309263.270,6143456.350,453.200,2.000,2.000,2.000
309264.070,6143456.390,461.320,1.000,4.000,5.000
309263.580,6143456.270,456.480,2.000,4.000,5.000
309263.450,6143456.240,455.160,3.000,4.000,5.000
309263.250,6143456.180,453.160,4.000,4.000,2.000
309263.570,6143456.100,456.470,1.000,2.000,5.000
309263.250,6143456.020,453.180,2.000,2.000,2.000
309264.100,6143456.090,461.700,1.000,3.000,5.000
309263.450,6143455.910,455.160,2.000,3.000,5.000
309263.250,6143455.860,453.210,3.000,3.000,2.000
309264.100,6143455.940,461.790,1.000,3.000,5.000
309263.480,6143455.760,455.560,2.000,3.000,5.000
309263.240,6143455.700,453.150,3.000,3.000,2.000
309263.520,6143455.610,456.090,1.000,3.000,5.000
309263.360,6143455.570,454.520,2.000,3.000,1.000
309263.230,6143455.520,453.170,3.000,3.000,2.000
309263.500,6143455.450,456.020,1.000,3.000,5.000
309263.320,6143455.400,454.130,2.000,3.000,1.000
309263.220,6143455.360,453.190,3.000,3.000,2.000
309263.520,6143455.290,456.270,1.000,2.000,5.000
309263.210,6143455.200,453.180,2.000,2.000,2.000
309263.530,6143455.140,456.460,1.000,3.000,5.000
309263.290,6143455.060,454.020,2.000,3.000,1.000
309263.210,6143455.040,453.300,3.000,3.000,2.000
309266.930,6143496.920,464.910,1.000,3.000,5.000
309266.900,6143496.790,464.740,1.000,3.000,5.000
309266.910,6143496.600,464.910,1.000,2.000,5.000
309266.880,6143496.490,464.630,1.000,3.000,5.000
309266.770,6143496.740,463.430,2.000,3.000,5.000
309266.860,6143496.350,464.550,1.000,3.000,5.000
309266.770,6143496.560,463.550,2.000,3.000,5.000
309266.730,6143496.480,463.170,1.000,2.000,5.000
309266.710,6143496.340,463.070,1.000,2.000,5.000
309266.320,6143496.890,458.770,1.000,1.000,1.000
309266.310,6143496.720,458.750,1.000,1.000,2.000
309266.300,6143496.550,458.790,1.000,1.000,1.000
309266.290,6143496.390,458.790,1.000,1.000,2.000
309266.290,6143496.220,458.780,1.000,1.000,2.000
309266.280,6143496.060,458.800,1.000,1.000,1.000
309266.270,6143495.880,458.820,1.000,1.000,2.000
309266.260,6143495.720,458.840,1.000,1.000,2.000
309266.250,6143495.570,458.800,1.000,1.000,2.000
309266.240,6143495.410,458.770,1.000,1.000,2.000
309266.310,6143495.070,459.640,1.000,1.000,1.000
309266.230,6143495.080,458.770,1.000,1.000,2.000
309266.220,6143494.900,458.790,1.000,1.000,2.000
309266.210,6143494.750,458.710,1.000,1.000,2.000
309266.360,6143494.250,460.520,1.000,2.000,1.000
309266.190,6143494.600,458.670,2.000,2.000,2.000
309266.320,6143494.150,460.210,1.000,2.000,1.000
309266.180,6143494.440,458.640,2.000,2.000,2.000
309266.170,6143494.280,458.630,1.000,1.000,2.000
309266.280,6143493.870,459.960,1.000,2.000,1.000
309266.160,6143494.120,458.620,2.000,2.000,2.000
309266.170,6143493.930,458.750,1.000,1.000,1.000
309266.150,6143493.780,458.640,1.000,1.000,2.000
309266.140,6143493.620,458.660,1.000,1.000,2.000
309266.130,6143493.450,458.660,1.000,1.000,2.000
309266.120,6143493.310,458.600,1.000,1.000,2.000
309266.100,6143493.140,458.570,1.000,1.000,2.000
309266.090,6143492.980,458.560,1.000,1.000,2.000
309266.080,6143492.820,458.520,1.000,1.000,2.000
309266.810,6143491.180,466.840,1.000,2.000,5.000
309266.080,6143492.660,458.540,2.000,2.000,2.000
309266.800,6143491.020,466.840,1.000,2.000,5.000
309266.060,6143492.490,458.510,2.000,2.000,2.000
309266.800,6143490.850,466.910,1.000,2.000,5.000
309266.060,6143492.330,458.530,2.000,2.000,2.000
309266.740,6143490.780,466.400,1.000,3.000,5.000
309266.430,6143491.420,462.810,2.000,3.000,5.000
309266.050,6143492.160,458.570,3.000,3.000,1.000
309266.730,6143490.630,466.370,1.000,3.000,5.000
309266.380,6143491.330,462.360,2.000,3.000,5.000
309266.040,6143491.990,458.560,3.000,3.000,1.000
309266.730,6143490.470,466.440,1.000,3.000,5.000
309266.340,6143491.230,462.040,2.000,3.000,5.000
309266.030,6143491.830,458.560,3.000,3.000,2.000
309266.720,6143490.310,466.410,1.000,3.000,5.000
309266.330,6143491.070,462.020,2.000,3.000,5.000
309266.020,6143491.670,458.540,3.000,3.000,2.000
309266.700,6143490.180,466.270,1.000,3.000,5.000
309266.310,6143490.920,461.950,2.000,3.000,5.000
309266.010,6143491.510,458.550,3.000,3.000,2.000
309266.680,6143490.040,466.150,1.000,4.000,5.000
309266.610,6143490.180,465.360,2.000,4.000,5.000
309266.300,6143490.780,461.830,3.000,4.000,5.000
309266.000,6143491.350,458.520,4.000,4.000,2.000
309266.690,6143489.850,466.360,1.000,4.000,5.000
309266.600,6143490.020,465.370,2.000,4.000,5.000
309266.300,6143490.590,462.030,3.000,4.000,5.000
309265.990,6143491.190,458.530,4.000,4.000,2.000
309266.680,6143489.700,466.320,1.000,4.000,5.000
309266.580,6143489.900,465.200,2.000,4.000,5.000
309266.310,6143490.410,462.180,3.000,4.000,5.000
309265.980,6143491.030,458.470,4.000,4.000,2.000
309266.660,6143489.560,466.220,1.000,4.000,5.000
309266.580,6143489.720,465.280,2.000,4.000,5.000
309266.290,6143490.270,462.040,3.000,4.000,5.000
309265.970,6143490.860,458.520,4.000,4.000,1.000
309266.570,6143489.560,465.310,1.000,3.000,5.000
309266.310,6143490.040,462.410,2.000,3.000,5.000
309265.970,6143490.700,458.530,3.000,3.000,1.000
309266.670,6143489.210,466.490,1.000,5.000,5.000
309266.560,6143489.390,465.340,2.000,5.000,5.000
309266.510,6143489.510,464.720,3.000,5.000,5.000
309266.270,6143489.960,461.990,4.000,5.000,5.000
309265.960,6143490.530,458.550,5.000,5.000,1.000
309266.660,6143489.040,466.550,1.000,3.000,5.000
309266.280,6143489.750,462.250,2.000,3.000,5.000
309265.960,6143490.350,458.620,3.000,3.000,1.000
309266.330,6143489.480,462.900,1.000,1.000,5.000
309266.350,6143489.270,463.230,1.000,2.000,5.000
309265.930,6143490.040,458.550,2.000,2.000,1.000
309266.370,6143489.060,463.600,1.000,2.000,5.000
309265.920,6143489.880,458.570,2.000,2.000,1.000
309266.370,6143488.900,463.620,1.000,2.000,5.000
309265.920,6143489.710,458.590,2.000,2.000,1.000
309266.270,6143488.900,462.620,1.000,2.000,5.000
309265.910,6143489.540,458.610,2.000,2.000,1.000
309266.690,6143487.960,467.460,1.000,2.000,5.000
309266.240,6143488.760,462.450,2.000,2.000,5.000
309266.660,6143487.850,467.170,1.000,3.000,5.000
309266.330,6143488.440,463.500,2.000,3.000,5.000
309265.900,6143489.200,458.740,3.000,3.000,1.000
309266.640,6143487.720,467.050,1.000,3.000,5.000
309266.340,6143488.250,463.680,2.000,3.000,5.000
309265.880,6143489.050,458.620,3.000,3.000,1.000
309266.620,6143487.590,466.880,1.000,3.000,5.000
309266.070,6143488.550,460.770,2.000,3.000,5.000
309265.880,6143488.880,458.690,3.000,3.000,1.000
309266.510,6143487.610,465.770,1.000,3.000,5.000
309266.050,6143488.410,460.660,2.000,3.000,5.000
309265.870,6143488.710,458.690,3.000,3.000,1.000
309266.510,6143487.420,465.920,1.000,2.000,5.000
309265.860,6143488.560,458.610,2.000,2.000,5.000
309266.660,6143487.000,467.650,1.000,2.000,5.000
309265.840,6143488.410,458.540,2.000,2.000,5.000
309266.640,6143486.860,467.570,1.000,2.000,5.000
309265.830,6143488.260,458.490,2.000,2.000,5.000
309266.640,6143486.690,467.640,1.000,3.000,5.000
309266.480,6143486.970,465.850,2.000,3.000,5.000
309265.850,6143488.060,458.800,3.000,3.000,5.000
309266.480,6143486.790,465.970,1.000,4.000,5.000
309266.350,6143487.020,464.500,2.000,4.000,5.000
309266.040,6143487.540,461.070,3.000,4.000,5.000
309265.820,6143487.930,458.560,4.000,4.000,5.000
309266.470,6143486.650,465.880,1.000,2.000,5.000
309265.800,6143487.780,458.480,2.000,2.000,5.000
309266.550,6143486.340,466.940,1.000,5.000,5.000
309266.450,6143486.510,465.820,2.000,5.000,5.000
309266.330,6143486.710,464.480,3.000,5.000,5.000
309266.060,6143487.160,461.480,4.000,5.000,5.000
309265.790,6143487.620,458.440,5.000,5.000,5.000
309266.410,6143486.410,465.420,1.000,4.000,5.000
309266.330,6143486.540,464.570,2.000,4.000,5.000
309266.180,6143486.780,462.950,3.000,4.000,5.000
309265.820,6143487.390,458.910,4.000,4.000,5.000
309266.440,6143486.190,465.880,1.000,3.000,5.000
309266.040,6143486.840,461.490,2.000,3.000,5.000
309265.860,6143487.150,459.410,3.000,3.000,5.000
309266.340,6143486.190,464.850,1.000,4.000,5.000
309265.970,6143486.790,460.760,2.000,4.000,5.000
309265.830,6143487.010,459.240,3.000,4.000,5.000
309265.750,6143487.150,458.340,4.000,4.000,5.000
309266.600,6143485.590,467.840,1.000,4.000,5.000
309266.490,6143485.780,466.580,2.000,4.000,5.000
309266.320,6143486.050,464.740,3.000,4.000,5.000
309265.740,6143486.990,458.300,4.000,4.000,5.000
309266.580,6143485.460,467.680,1.000,3.000,5.000
309266.300,6143485.910,464.590,2.000,3.000,5.000
309265.720,6143486.840,458.220,3.000,3.000,5.000
309266.550,6143485.330,467.490,1.000,2.000,5.000
309265.710,6143486.690,458.140,2.000,2.000,5.000
309266.540,6143485.180,467.480,1.000,4.000,5.000
309266.280,6143485.600,464.550,2.000,4.000,5.000
309266.050,6143485.970,462.020,3.000,4.000,5.000
309265.700,6143486.510,458.220,4.000,4.000,5.000
309266.510,6143485.070,467.210,1.000,3.000,5.000
309266.270,6143485.450,464.530,2.000,3.000,5.000
309265.700,6143486.340,458.320,3.000,3.000,5.000
309266.510,6143484.900,467.280,1.000,4.000,5.000
309266.190,6143485.400,463.810,2.000,4.000,5.000
309266.090,6143485.560,462.690,3.000,4.000,5.000
309265.680,6143486.190,458.200,4.000,4.000,5.000
309266.450,6143484.810,466.800,1.000,4.000,5.000
309266.220,6143485.190,464.160,2.000,4.000,5.000
309266.110,6143485.360,462.990,3.000,4.000,5.000
309265.690,6143486.010,458.320,4.000,4.000,5.000
309266.460,6143484.660,466.820,1.000,5.000,5.000
309266.340,6143484.840,465.500,2.000,5.000,5.000
309266.230,6143485.000,464.350,3.000,5.000,5.000
309266.050,6143485.290,462.350,4.000,5.000,5.000
309265.690,6143485.860,458.290,5.000,5.000,5.000
309266.330,6143484.690,465.530,1.000,3.000,5.000
309266.090,6143485.060,462.870,2.000,3.000,5.000
309265.990,6143485.210,461.770,3.000,3.000,5.000
309266.290,6143484.580,465.110,1.000,3.000,5.000
309266.200,6143484.710,464.220,2.000,3.000,5.000
309266.040,6143484.960,462.390,3.000,3.000,5.000
309266.290,6143484.420,465.220,1.000,2.000,5.000
309265.650,6143485.380,458.220,2.000,2.000,5.000
309266.330,6143484.170,465.820,1.000,3.000,5.000
309266.100,6143484.530,463.230,2.000,3.000,5.000
309266.010,6143484.660,462.300,3.000,3.000,5.000
309266.330,6143484.010,465.900,1.000,3.000,5.000
309265.610,6143485.100,457.910,2.000,3.000,5.000
309265.480,6143485.290,456.510,3.000,3.000,1.000
309266.310,6143483.870,465.760,1.000,4.000,5.000
309265.980,6143484.360,462.150,2.000,4.000,5.000
309265.590,6143484.940,457.810,3.000,4.000,5.000
309265.400,6143485.230,455.750,4.000,4.000,1.000
309266.280,6143483.750,465.500,1.000,4.000,5.000
309265.970,6143484.210,462.120,2.000,4.000,5.000
309265.570,6143484.790,457.720,3.000,4.000,5.000
309265.320,6143485.180,454.910,4.000,4.000,2.000
309266.230,6143483.660,465.050,1.000,5.000,5.000
309266.170,6143483.750,464.410,2.000,5.000,5.000
309266.060,6143483.910,463.180,3.000,5.000,5.000
309265.920,6143484.110,461.660,4.000,5.000,5.000
309265.310,6143485.000,454.940,5.000,5.000,2.000
309266.220,6143483.520,465.000,1.000,4.000,5.000
309266.170,6143483.580,464.550,2.000,4.000,5.000
309266.070,6143483.730,463.420,3.000,4.000,5.000
309265.290,6143484.870,454.820,4.000,4.000,2.000
309266.340,6143483.170,466.490,1.000,3.000,5.000
309266.230,6143483.340,465.210,2.000,3.000,5.000
309265.280,6143484.710,454.770,3.000,3.000,2.000
309266.340,6143483.020,466.510,1.000,3.000,5.000
309266.230,6143483.170,465.290,2.000,3.000,5.000
309265.260,6143484.550,454.720,3.000,3.000,2.000
309266.340,6143482.840,466.620,1.000,1.000,5.000
309266.310,6143482.720,466.390,1.000,2.000,5.000
309265.240,6143484.220,454.660,2.000,2.000,2.000
309266.280,6143482.590,466.200,1.000,3.000,5.000
309266.160,6143482.760,464.890,2.000,3.000,5.000
309265.230,6143484.070,454.640,3.000,3.000,2.000
309266.260,6143482.460,466.000,1.000,4.000,5.000
309266.020,6143482.800,463.360,2.000,4.000,5.000
309265.850,6143483.020,461.600,3.000,4.000,5.000
309265.210,6143483.920,454.500,4.000,4.000,2.000
309266.010,6143482.630,463.420,1.000,2.000,5.000
309265.190,6143483.750,454.480,2.000,2.000,2.000
309266.200,6143482.200,465.580,1.000,2.000,5.000
309265.180,6143483.600,454.390,2.000,2.000,2.000
309266.200,6143482.040,465.670,1.000,3.000,5.000
309265.800,6143482.580,461.310,2.000,3.000,5.000
309265.160,6143483.440,454.320,3.000,3.000,2.000
309266.190,6143481.880,465.680,1.000,2.000,5.000
309265.150,6143483.290,454.280,2.000,2.000,2.000
309266.170,6143481.750,465.480,1.000,2.000,5.000
309265.130,6143483.130,454.190,2.000,2.000,2.000
309266.170,6143481.590,465.610,1.000,2.000,5.000
309265.120,6143482.980,454.120,2.000,2.000,2.000
309266.150,6143481.440,465.460,1.000,2.000,5.000
309265.100,6143482.810,454.060,2.000,2.000,2.000
309266.120,6143481.310,465.280,1.000,2.000,5.000
309265.080,6143482.670,453.960,2.000,2.000,2.000
309265.070,6143482.500,453.880,1.000,1.000,2.000
309265.050,6143482.350,453.800,1.000,1.000,2.000
309265.040,6143482.190,453.770,1.000,1.000,2.000
309265.020,6143482.030,453.710,1.000,1.000,2.000
309265.010,6143481.860,453.700,1.000,1.000,2.000
309265.960,6143480.510,464.130,1.000,2.000,5.000
309264.990,6143481.720,453.570,2.000,2.000,2.000
309265.960,6143480.360,464.130,1.000,3.000,5.000
309265.880,6143480.450,463.330,2.000,3.000,5.000
309264.980,6143481.560,453.510,3.000,3.000,2.000
309265.970,6143480.170,464.340,1.000,2.000,5.000
309264.970,6143481.400,453.480,2.000,2.000,2.000
309265.890,6143480.100,463.600,1.000,2.000,5.000
309264.960,6143481.230,453.460,2.000,2.000,2.000
309264.950,6143481.060,453.520,1.000,1.000,2.000
309264.930,6143480.900,453.430,1.000,1.000,2.000
309266.050,6143479.410,465.660,1.000,1.000,5.000
309265.350,6143480.070,458.150,1.000,2.000,5.000
309264.910,6143480.580,453.390,2.000,2.000,2.000
309265.340,6143479.910,458.140,1.000,2.000,5.000
309264.910,6143480.410,453.440,2.000,2.000,2.000
309265.660,6143479.380,461.620,1.000,3.000,5.000
309265.320,6143479.760,458.040,2.000,3.000,5.000
309264.910,6143480.240,453.510,3.000,3.000,2.000
309265.310,6143479.600,457.950,1.000,2.000,5.000
309264.910,6143480.060,453.670,2.000,2.000,2.000
309265.300,6143479.440,457.950,1.000,2.000,5.000
309264.910,6143479.890,453.700,2.000,2.000,2.000
309265.840,6143478.680,463.840,1.000,3.000,5.000
309265.290,6143479.280,457.920,2.000,3.000,5.000
309264.910,6143479.720,453.800,3.000,3.000,2.000
309265.810,6143478.550,463.630,1.000,3.000,5.000
309265.270,6143479.130,457.850,2.000,3.000,5.000
309264.900,6143479.550,453.800,3.000,3.000,2.000
309265.790,6143478.400,463.490,1.000,3.000,5.000
309265.240,6143479.000,457.640,2.000,3.000,5.000
309264.900,6143479.370,453.890,3.000,3.000,2.000
309264.900,6143479.190,454.010,1.000,1.000,2.000
309264.890,6143479.030,454.030,1.000,1.000,2.000
309264.890,6143478.860,454.080,1.000,1.000,2.000
309265.700,6143477.830,462.930,1.000,2.000,5.000
309264.880,6143478.690,454.110,2.000,2.000,2.000
309265.860,6143477.500,464.780,1.000,3.000,5.000
309265.670,6143477.690,462.710,2.000,3.000,5.000
309264.870,6143478.520,454.150,3.000,3.000,2.000
309265.850,6143477.350,464.690,1.000,3.000,5.000
309265.100,6143478.120,456.680,2.000,3.000,5.000
309264.860,6143478.370,454.110,3.000,3.000,2.000
309265.800,6143477.230,464.300,1.000,3.000,5.000
309265.100,6143477.950,456.760,2.000,3.000,5.000
309264.850,6143478.200,454.130,3.000,3.000,2.000
309265.200,6143477.670,457.990,1.000,3.000,5.000
309265.110,6143477.770,456.930,2.000,3.000,5.000
309264.840,6143478.040,454.100,3.000,3.000,2.000
309265.610,6143477.100,462.390,1.000,4.000,5.000
309265.200,6143477.500,458.050,2.000,4.000,5.000
309265.060,6143477.650,456.510,3.000,4.000,5.000
309264.840,6143477.870,454.130,4.000,4.000,2.000
309265.580,6143476.960,462.210,1.000,3.000,5.000
309265.170,6143477.360,457.850,2.000,3.000,5.000
309264.830,6143477.700,454.200,3.000,3.000,2.000
309265.530,6143476.850,461.720,1.000,2.000,5.000
309264.820,6143477.540,454.190,2.000,2.000,2.000
309265.510,6143476.690,461.670,1.000,2.000,5.000
309264.810,6143477.380,454.140,2.000,2.000,2.000
309265.810,6143476.250,464.830,1.000,2.000,5.000
309264.810,6143477.220,454.120,2.000,2.000,2.000
309265.790,6143476.110,464.720,1.000,2.000,5.000
309264.800,6143477.050,454.110,2.000,2.000,2.000
309265.770,6143475.960,464.630,1.000,2.000,5.000
309264.780,6143476.890,453.970,2.000,2.000,2.000
309265.790,6143475.790,464.860,1.000,3.000,5.000
309265.370,6143476.170,460.410,2.000,3.000,5.000
309264.770,6143476.730,454.020,3.000,3.000,2.000
309265.790,6143475.620,464.960,1.000,3.000,5.000
309265.370,6143476.010,460.500,2.000,3.000,5.000
309264.760,6143476.570,454.020,3.000,3.000,2.000
309265.730,6143475.520,464.460,1.000,2.000,5.000
309264.760,6143476.400,454.050,2.000,2.000,2.000
309264.750,6143476.240,454.070,1.000,1.000,2.000
309264.750,6143476.070,454.120,1.000,1.000,2.000
309264.740,6143475.890,454.150,1.000,1.000,2.000
309264.730,6143475.740,454.140,1.000,1.000,2.000
309264.730,6143475.560,454.240,1.000,1.000,2.000
309264.710,6143475.410,454.170,1.000,1.000,2.000
309264.710,6143475.240,454.180,1.000,1.000,2.000
309265.290,6143474.580,460.510,1.000,2.000,5.000
309264.710,6143475.070,454.280,2.000,2.000,2.000
309264.700,6143474.910,454.310,1.000,1.000,2.000
309265.250,6143474.290,460.280,1.000,2.000,5.000
309264.700,6143474.740,454.340,2.000,2.000,2.000
309265.220,6143474.150,460.040,1.000,2.000,5.000
309264.690,6143474.580,454.370,2.000,2.000,2.000
309265.230,6143473.980,460.190,1.000,2.000,5.000
309264.680,6143474.410,454.350,2.000,2.000,2.000
309265.510,6143473.590,463.300,1.000,3.000,5.000
309265.240,6143473.800,460.420,2.000,3.000,5.000
309264.690,6143474.230,454.550,3.000,3.000,1.000
309265.510,6143473.420,463.370,1.000,3.000,5.000
309265.240,6143473.640,460.550,2.000,3.000,5.000
309264.670,6143474.070,454.440,3.000,3.000,1.000
309265.250,6143473.470,460.660,1.000,2.000,5.000
309264.640,6143473.920,454.290,2.000,2.000,2.000
309264.630,6143473.770,454.230,1.000,1.000,2.000
309264.620,6143473.600,454.250,1.000,1.000,2.000
309264.610,6143473.440,454.210,1.000,1.000,2.000
309265.140,6143472.880,459.940,1.000,2.000,5.000
309264.600,6143473.280,454.170,2.000,2.000,2.000
309264.590,6143473.110,454.170,1.000,1.000,2.000
309264.580,6143472.950,454.180,1.000,1.000,2.000
309264.580,6143472.780,454.250,1.000,1.000,2.000
309264.570,6143472.620,454.270,1.000,1.000,2.000
309265.190,6143472.030,460.910,1.000,2.000,5.000
309264.560,6143472.450,454.300,2.000,2.000,2.000
309265.150,6143471.900,460.520,1.000,2.000,5.000
309264.560,6143472.290,454.330,2.000,2.000,2.000
309265.150,6143471.730,460.640,1.000,2.000,5.000
309264.950,6143471.860,458.580,2.000,2.000,5.000
309265.110,6143471.590,460.320,1.000,3.000,5.000
309264.740,6143471.840,456.450,2.000,3.000,5.000
309264.560,6143471.950,454.510,3.000,3.000,2.000
309265.070,6143471.460,459.990,1.000,2.000,5.000
309264.560,6143471.780,454.590,2.000,2.000,2.000
309265.110,6143471.270,460.490,1.000,2.000,5.000
309264.550,6143471.620,454.610,2.000,2.000,2.000
309264.550,6143471.460,454.670,1.000,1.000,2.000
309264.540,6143471.290,454.700,1.000,1.000,2.000
309265.260,6143470.690,462.340,1.000,2.000,5.000
309264.540,6143471.110,454.820,2.000,2.000,2.000
309265.260,6143470.530,462.500,1.000,2.000,5.000
309264.540,6143470.950,454.940,2.000,2.000,2.000
309264.540,6143470.780,455.000,1.000,1.000,2.000
