"X","Y","Z","ReturnNumber","NumberOfReturns","Classification"
309232.180,6143491.090,460.000,1.000,1.000,2.000
309232.160,6143490.930,460.000,1.000,1.000,2.000
309232.150,6143490.770,460.010,1.000,1.000,2.000
309232.140,6143490.610,459.980,1.000,1.000,2.000
309232.130,6143490.450,459.970,1.000,1.000,2.000
309232.110,6143490.280,459.990,1.000,1.000,2.000
309232.100,6143490.120,459.990,1.000,1.000,2.000
309232.080,6143489.960,459.980,1.000,1.000,2.000
309232.070,6143489.800,459.980,1.000,1.000,2.000
309232.050,6143489.640,460.000,1.000,1.000,2.000
309232.040,6143489.470,460.010,1.000,1.000,2.000
309232.020,6143489.310,459.980,1.000,1.000,2.000
309232.010,6143489.150,460.000,1.000,1.000,2.000
309231.990,6143488.990,459.990,1.000,1.000,2.000
309231.980,6143488.830,459.980,1.000,1.000,2.000
309231.960,6143488.670,459.990,1.000,1.000,2.000
309231.950,6143488.510,459.990,1.000,1.000,2.000
309231.930,6143488.350,459.980,1.000,1.000,2.000
309231.920,6143488.190,460.000,1.000,1.000,2.000
309231.900,6143488.030,459.990,1.000,1.000,2.000
309231.890,6143487.870,459.980,1.000,1.000,2.000
309231.870,6143487.700,459.990,1.000,1.000,2.000
309231.860,6143487.530,460.000,1.000,1.000,2.000
309231.840,6143487.380,460.000,1.000,1.000,2.000
309231.830,6143487.210,460.010,1.000,1.000,2.000
309231.820,6143487.050,460.000,1.000,1.000,2.000
309231.800,6143486.890,460.000,1.000,1.000,2.000
309231.780,6143486.740,459.990,1.000,1.000,2.000
309231.770,6143486.570,460.000,1.000,1.000,2.000
309231.760,6143486.410,460.010,1.000,1.000,2.000
309231.740,6143486.250,459.990,1.000,1.000,2.000
309231.730,6143486.090,460.000,1.000,1.000,2.000
309231.970,6143485.510,463.120,1.000,1.000,6.000
309231.960,6143485.350,463.170,1.000,1.000,6.000
309231.950,6143485.190,463.190,1.000,1.000,6.000
309231.930,6143485.030,463.180,1.000,1.000,6.000
309231.920,6143484.870,463.200,1.000,1.000,6.000
309231.910,6143484.710,463.210,1.000,1.000,6.000
309231.890,6143484.550,463.200,1.000,1.000,6.000
309231.880,6143484.390,463.190,1.000,1.000,6.000
309231.860,6143484.240,463.220,1.000,1.000,6.000
309231.850,6143484.080,463.220,1.000,1.000,6.000
309231.830,6143483.920,463.220,1.000,1.000,6.000
309231.820,6143483.760,463.230,1.000,1.000,6.000
309231.810,6143483.610,463.220,1.000,1.000,6.000
309231.790,6143483.450,463.250,1.000,1.000,6.000
309231.780,6143483.290,463.240,1.000,1.000,6.000
309231.760,6143483.140,463.230,1.000,1.000,6.000
309231.750,6143482.970,463.260,1.000,1.000,6.000
309231.740,6143482.810,463.260,1.000,1.000,6.000
309231.720,6143482.660,463.240,1.000,1.000,6.000
309231.710,6143482.500,463.270,1.000,1.000,6.000
309231.690,6143482.340,463.270,1.000,1.000,6.000
309231.770,6143482.070,464.310,1.000,1.000,6.000
309231.760,6143481.890,464.410,1.000,2.000,1.000
309231.670,6143482.030,463.290,2.000,2.000,6.000
309231.650,6143481.870,463.290,1.000,1.000,6.000
309231.640,6143481.710,463.290,1.000,1.000,6.000
309231.620,6143481.560,463.300,1.000,1.000,6.000
309231.610,6143481.410,463.330,1.000,1.000,6.000
309231.600,6143481.250,463.320,1.000,1.000,6.000
309231.590,6143481.090,463.330,1.000,1.000,6.000
309231.580,6143480.940,463.310,1.000,1.000,6.000
309231.570,6143480.780,463.340,1.000,1.000,6.000
309231.550,6143480.620,463.330,1.000,1.000,6.000
309231.540,6143480.460,463.350,1.000,1.000,6.000
309231.520,6143480.310,463.360,1.000,1.000,6.000
309231.510,6143480.150,463.350,1.000,1.000,6.000
309231.510,6143479.990,463.490,1.000,1.000,6.000
309231.500,6143479.810,463.630,1.000,1.000,6.000
309231.500,6143479.640,463.760,1.000,1.000,6.000
309231.500,6143479.470,463.920,1.000,1.000,6.000
309231.500,6143479.300,464.040,1.000,1.000,6.000
309231.490,6143479.130,464.190,1.000,1.000,6.000
309231.490,6143478.960,464.320,1.000,1.000,6.000
309231.490,6143478.790,464.470,1.000,1.000,6.000
309231.380,6143478.730,463.400,1.000,1.000,6.000
309231.370,6143478.580,463.410,1.000,1.000,6.000
309231.360,6143478.430,463.440,1.000,1.000,6.000
309231.340,6143478.270,463.430,1.000,1.000,6.000
309231.330,6143478.110,463.430,1.000,1.000,6.000
309231.320,6143477.960,463.460,1.000,1.000,6.000
309231.300,6143477.790,463.480,1.000,1.000,6.000
309231.290,6143477.650,463.460,1.000,1.000,6.000
309231.270,6143477.490,463.470,1.000,1.000,6.000
309231.260,6143477.320,463.490,1.000,1.000,6.000
309231.240,6143477.180,463.470,1.000,1.000,6.000
309231.230,6143477.010,463.500,1.000,1.000,6.000
309231.220,6143476.860,463.510,1.000,1.000,6.000
309231.200,6143476.700,463.510,1.000,1.000,6.000
309231.190,6143476.550,463.510,1.000,1.000,6.000
309231.180,6143476.390,463.530,1.000,1.000,6.000
309231.160,6143476.240,463.530,1.000,1.000,6.000
309231.150,6143476.080,463.520,1.000,1.000,6.000
309231.130,6143475.920,463.530,1.000,1.000,6.000
309231.120,6143475.770,463.540,1.000,1.000,6.000
309231.110,6143475.610,463.550,1.000,1.000,6.000
309231.090,6143475.450,463.580,1.000,1.000,6.000
309231.080,6143475.290,463.560,1.000,1.000,6.000
309231.060,6143475.140,463.560,1.000,1.000,6.000
309231.050,6143474.990,463.580,1.000,2.000,6.000
309230.720,6143475.270,459.810,2.000,2.000,2.000
309230.700,6143475.110,459.840,1.000,1.000,2.000
309230.690,6143474.950,459.840,1.000,1.000,2.000
309230.670,6143474.800,459.780,1.000,1.000,2.000
309230.660,6143474.630,459.840,1.000,1.000,2.000
309230.640,6143474.470,459.800,1.000,1.000,2.000
309230.630,6143474.310,459.800,1.000,1.000,2.000
309230.610,6143474.150,459.800,1.000,1.000,2.000
309230.600,6143474.000,459.770,1.000,1.000,2.000
309230.590,6143473.840,459.830,1.000,1.000,2.000
309230.570,6143473.680,459.800,1.000,1.000,2.000
309230.550,6143473.520,459.800,1.000,1.000,2.000
309230.540,6143473.360,459.790,1.000,1.000,2.000
309230.520,6143473.210,459.750,1.000,1.000,2.000
309230.510,6143473.050,459.780,1.000,1.000,2.000
309230.490,6143472.890,459.770,1.000,1.000,2.000
309230.480,6143472.740,459.770,1.000,1.000,2.000
309230.460,6143472.580,459.750,1.000,1.000,2.000
309230.450,6143472.420,459.760,1.000,1.000,2.000
309230.440,6143472.260,459.750,1.000,1.000,2.000
309230.430,6143472.100,459.760,1.000,1.000,2.000
309230.410,6143471.940,459.730,1.000,1.000,2.000
309230.400,6143471.790,459.740,1.000,1.000,2.000
309230.380,6143471.620,459.680,1.000,1.000,2.000
309230.370,6143471.470,459.720,1.000,1.000,2.000
309230.350,6143471.310,459.710,1.000,1.000,2.000
309230.340,6143471.150,459.710,1.000,1.000,2.000
309230.320,6143470.990,459.690,1.000,1.000,2.000
309230.310,6143470.830,459.710,1.000,1.000,2.000
309230.290,6143470.670,459.670,1.000,1.000,2.000
309230.270,6143470.510,459.680,1.000,1.000,2.000
309230.260,6143470.350,459.670,1.000,1.000,2.000
309230.240,6143470.210,459.660,1.000,1.000,2.000
309230.230,6143470.050,459.630,1.000,1.000,2.000
309230.210,6143469.890,459.660,1.000,1.000,2.000
309230.200,6143469.730,459.630,1.000,1.000,2.000
309230.180,6143469.570,459.610,1.000,1.000,2.000
309230.160,6143469.410,459.590,1.000,1.000,2.000
309230.150,6143469.250,459.570,1.000,1.000,2.000
309230.130,6143469.090,459.570,1.000,1.000,2.000
309230.120,6143468.940,459.560,1.000,1.000,2.000
309230.100,6143468.780,459.530,1.000,1.000,2.000
309230.090,6143468.620,459.550,1.000,1.000,2.000
309230.070,6143468.460,459.500,1.000,1.000,2.000
309230.060,6143468.310,459.520,1.000,1.000,2.000
309230.030,6143468.140,459.470,1.000,1.000,2.000
309230.020,6143467.990,459.490,1.000,1.000,2.000
309230.000,6143467.830,459.400,1.000,1.000,2.000
309229.990,6143467.680,459.450,1.000,1.000,2.000
309229.970,6143467.520,459.420,1.000,1.000,2.000
309229.960,6143467.360,459.400,1.000,1.000,2.000
309229.940,6143467.200,459.350,1.000,1.000,2.000
309229.920,6143467.040,459.380,1.000,1.000,2.000
309229.910,6143466.880,459.370,1.000,1.000,2.000
309229.890,6143466.730,459.340,1.000,1.000,2.000
309229.880,6143466.570,459.330,1.000,1.000,2.000
309229.860,6143466.410,459.340,1.000,1.000,2.000
309229.840,6143466.250,459.310,1.000,1.000,2.000
309229.830,6143466.090,459.310,1.000,1.000,2.000
309229.810,6143465.930,459.310,1.000,1.000,2.000
309229.800,6143465.780,459.260,1.000,1.000,2.000
309229.780,6143465.610,459.280,1.000,1.000,2.000
309229.770,6143465.450,459.270,1.000,1.000,2.000
309229.750,6143465.300,459.270,1.000,1.000,2.000
309229.740,6143465.140,459.260,1.000,1.000,2.000
309229.720,6143464.980,459.260,1.000,1.000,2.000
309229.710,6143464.830,459.230,1.000,1.000,2.000
309229.690,6143464.660,459.230,1.000,1.000,2.000
309229.680,6143464.510,459.240,1.000,1.000,2.000
309229.660,6143464.350,459.230,1.000,1.000,2.000
309229.640,6143464.190,459.210,1.000,1.000,2.000
309229.630,6143464.030,459.230,1.000,1.000,2.000
309229.620,6143463.880,459.250,1.000,1.000,2.000
309229.600,6143463.720,459.240,1.000,1.000,2.000
309229.590,6143463.560,459.210,1.000,1.000,2.000
309229.570,6143463.400,459.240,1.000,1.000,2.000
309229.570,6143463.240,459.240,1.000,1.000,2.000
309229.550,6143463.080,459.210,1.000,1.000,2.000
309229.540,6143462.920,459.220,1.000,1.000,2.000
309229.520,6143462.750,459.240,1.000,1.000,2.000
309229.510,6143462.600,459.210,1.000,1.000,2.000
309229.490,6143462.450,459.210,1.000,1.000,2.000
309229.480,6143462.290,459.220,1.000,1.000,2.000
309229.460,6143462.130,459.200,1.000,1.000,2.000
309229.440,6143461.960,459.150,1.000,1.000,2.000
309229.420,6143461.820,459.110,1.000,1.000,2.000
309229.410,6143461.660,459.070,1.000,1.000,2.000
309229.390,6143461.500,459.030,1.000,1.000,2.000
309229.370,6143461.340,458.980,1.000,1.000,2.000
309229.350,6143461.180,458.970,1.000,1.000,2.000
309229.330,6143461.020,458.900,1.000,1.000,2.000
309229.310,6143460.860,458.880,1.000,1.000,2.000
309229.290,6143460.700,458.820,1.000,1.000,2.000
309229.270,6143460.550,458.760,1.000,1.000,2.000
309229.250,6143460.380,458.710,1.000,1.000,2.000
309229.230,6143460.230,458.670,1.000,1.000,2.000
309229.210,6143460.070,458.580,1.000,1.000,2.000
309229.190,6143459.910,458.530,1.000,1.000,2.000
309229.170,6143459.740,458.510,1.000,1.000,2.000
309229.150,6143459.580,458.430,1.000,1.000,2.000
309229.130,6143459.420,458.340,1.000,1.000,2.000
309229.110,6143459.260,458.320,1.000,1.000,2.000
309229.090,6143459.100,458.240,1.000,1.000,2.000
309229.070,6143458.950,458.180,1.000,1.000,2.000
309229.050,6143458.780,458.100,1.000,1.000,2.000
309229.030,6143458.630,458.120,1.000,1.000,2.000
309229.020,6143458.470,458.100,1.000,1.000,2.000
309229.000,6143458.300,458.070,1.000,1.000,2.000
309228.980,6143458.150,458.030,1.000,1.000,2.000
309228.970,6143457.980,458.040,1.000,1.000,2.000
309228.950,6143457.830,458.030,1.000,1.000,2.000
309228.930,6143457.670,458.010,1.000,1.000,2.000
309228.920,6143457.500,458.000,1.000,1.000,2.000
309228.900,6143457.340,457.990,1.000,1.000,2.000
309228.880,6143457.180,457.930,1.000,1.000,2.000
309228.870,6143457.020,457.970,1.000,1.000,2.000
309228.860,6143456.860,457.960,1.000,1.000,2.000
309228.840,6143456.700,457.950,1.000,1.000,2.000
309228.820,6143456.530,457.930,1.000,1.000,2.000
309228.800,6143456.380,457.900,1.000,1.000,2.000
309228.790,6143456.220,457.920,1.000,1.000,2.000
309228.780,6143456.060,457.900,1.000,1.000,2.000
309228.760,6143455.900,457.870,1.000,1.000,2.000
309228.750,6143455.740,457.900,1.000,1.000,2.000
309228.730,6143455.580,457.870,1.000,1.000,2.000
309228.710,6143455.410,457.840,1.000,1.000,2.000
309228.700,6143455.250,457.840,1.000,1.000,2.000
309228.680,6143455.100,457.810,1.000,1.000,2.000
309233.070,6143496.940,460.920,1.000,2.000,1.000
309233.050,6143496.780,460.850,1.000,2.000,1.000
309233.040,6143496.620,460.880,1.000,2.000,1.000
309232.940,6143496.880,459.580,2.000,2.000,2.000
309232.920,6143496.700,459.610,1.000,1.000,2.000
309232.910,6143496.540,459.600,1.000,1.000,2.000
309233.060,6143495.970,461.700,1.000,1.000,5.000
309233.010,6143495.900,461.240,1.000,1.000,1.000
309232.860,6143496.050,459.610,1.000,1.000,2.000
309232.850,6143495.880,459.620,1.000,1.000,2.000
309232.830,6143495.720,459.630,1.000,1.000,2.000
309233.480,6143493.960,468.050,1.000,2.000,5.000
309232.820,6143495.560,459.610,2.000,2.000,2.000
309233.460,6143493.820,467.950,1.000,2.000,5.000
309232.800,6143495.390,459.620,2.000,2.000,2.000
309233.450,6143493.660,468.010,1.000,2.000,5.000
309232.790,6143495.230,459.620,2.000,2.000,2.000
309233.410,6143493.540,467.770,1.000,2.000,5.000
309232.780,6143495.060,459.650,2.000,2.000,2.000
309233.400,6143493.390,467.790,1.000,2.000,5.000
309232.760,6143494.900,459.660,2.000,2.000,2.000
309232.750,6143494.730,459.680,1.000,1.000,2.000
309232.730,6143494.570,459.650,1.000,1.000,2.000
309232.720,6143494.400,459.710,1.000,1.000,2.000
309232.710,6143494.240,459.730,1.000,1.000,2.000
309232.710,6143494.020,459.970,1.000,1.000,2.000
309232.700,6143493.850,460.020,1.000,1.000,2.000
309232.680,6143493.700,459.980,1.000,1.000,2.000
309232.670,6143493.540,459.980,1.000,1.000,2.000
309232.650,6143493.370,459.970,1.000,1.000,2.000
309232.640,6143493.210,459.980,1.000,1.000,2.000
309232.620,6143493.050,459.980,1.000,1.000,2.000
309232.610,6143492.890,459.970,1.000,1.000,2.000
309232.580,6143492.740,459.870,1.000,1.000,2.000
309232.520,6143491.920,459.970,1.000,1.000,2.000
309232.500,6143491.740,460.010,1.000,1.000,2.000
309232.490,6143491.580,460.000,1.000,1.000,2.000
309232.470,6143491.430,459.970,1.000,1.000,2.000
309232.460,6143491.260,460.000,1.000,1.000,2.000
309232.440,6143491.100,460.010,1.000,1.000,2.000
309232.430,6143490.930,459.990,1.000,1.000,2.000
309232.410,6143490.770,460.000,1.000,1.000,2.000
309232.400,6143490.610,459.990,1.000,1.000,2.000
309232.380,6143490.450,459.990,1.000,1.000,2.000
309232.380,6143490.290,459.980,1.000,1.000,2.000
309232.360,6143490.130,460.020,1.000,1.000,2.000
309232.350,6143489.970,459.980,1.000,1.000,2.000
309232.330,6143489.800,460.000,1.000,1.000,2.000
309232.320,6143489.640,459.990,1.000,1.000,2.000
309232.300,6143489.480,459.990,1.000,1.000,2.000
309232.290,6143489.320,459.980,1.000,1.000,2.000
309232.270,6143489.160,460.010,1.000,1.000,2.000
309232.260,6143489.000,460.000,1.000,1.000,2.000
309232.240,6143488.840,459.980,1.000,1.000,2.000
309232.230,6143488.680,460.000,1.000,1.000,2.000
309232.220,6143488.520,460.010,1.000,1.000,2.000
309232.200,6143488.350,460.010,1.000,1.000,2.000
309232.180,6143488.190,459.990,1.000,1.000,2.000
309232.170,6143488.030,459.980,1.000,1.000,2.000
309232.150,6143487.870,459.980,1.000,1.000,2.000
309232.140,6143487.710,460.010,1.000,1.000,2.000
309232.120,6143487.550,459.990,1.000,1.000,2.000
309232.110,6143487.390,459.990,1.000,1.000,2.000
309232.090,6143487.230,459.970,1.000,1.000,2.000
309232.080,6143487.070,460.010,1.000,1.000,2.000
309232.070,6143486.910,460.010,1.000,1.000,2.000
309232.050,6143486.750,460.020,1.000,1.000,2.000
309232.040,6143486.590,460.000,1.000,1.000,2.000
309232.020,6143486.430,460.010,1.000,1.000,2.000
309232.010,6143486.260,460.000,1.000,1.000,2.000
309232.260,6143485.670,463.210,1.000,2.000,6.000
309231.990,6143486.110,460.000,2.000,2.000,2.000
309232.250,6143485.510,463.220,1.000,1.000,6.000
309232.230,6143485.350,463.210,1.000,1.000,6.000
309232.220,6143485.200,463.210,1.000,1.000,6.000
309232.200,6143485.040,463.210,1.000,1.000,6.000
309232.190,6143484.870,463.240,1.000,1.000,6.000
309232.170,6143484.710,463.230,1.000,1.000,6.000
309232.160,6143484.560,463.240,1.000,1.000,6.000
309232.150,6143484.400,463.250,1.000,1.000,6.000
309232.130,6143484.240,463.250,1.000,1.000,6.000
309232.120,6143484.080,463.250,1.000,1.000,6.000
309232.100,6143483.930,463.250,1.000,1.000,6.000
309232.090,6143483.770,463.250,1.000,1.000,6.000
309232.070,6143483.610,463.260,1.000,1.000,6.000
309232.060,6143483.460,463.270,1.000,1.000,6.000
309232.050,6143483.300,463.270,1.000,1.000,6.000
309232.030,6143483.140,463.290,1.000,1.000,6.000
309232.020,6143482.970,463.290,1.000,1.000,6.000
309232.000,6143482.820,463.300,1.000,1.000,6.000
309232.020,6143482.620,463.670,1.000,1.000,6.000
309232.030,6143482.430,463.990,1.000,1.000,6.000
309232.030,6143482.250,464.100,1.000,1.000,6.000
309232.030,6143482.080,464.260,1.000,1.000,6.000
309232.030,6143481.910,464.390,1.000,1.000,6.000
309231.920,6143481.880,463.340,1.000,1.000,6.000
309231.910,6143481.720,463.330,1.000,1.000,6.000
309231.890,6143481.560,463.340,1.000,1.000,6.000
309231.880,6143481.420,463.340,1.000,1.000,6.000
309231.860,6143481.260,463.340,1.000,1.000,6.000
309231.850,6143481.090,463.360,1.000,1.000,6.000
309231.840,6143480.940,463.370,1.000,1.000,6.000
309231.830,6143480.780,463.370,1.000,1.000,6.000
309231.820,6143480.630,463.380,1.000,1.000,6.000
309231.810,6143480.470,463.430,1.000,1.000,6.000
309231.790,6143480.310,463.390,1.000,1.000,6.000
309231.780,6143480.160,463.400,1.000,1.000,6.000
309231.760,6143480.000,463.400,1.000,1.000,6.000
309231.770,6143479.830,463.580,1.000,1.000,6.000
309231.760,6143479.650,463.710,1.000,1.000,6.000
309231.760,6143479.490,463.850,1.000,1.000,6.000
309231.760,6143479.310,463.990,1.000,1.000,6.000
309231.760,6143479.150,464.140,1.000,1.000,6.000
309231.750,6143478.980,464.280,1.000,1.000,6.000
309231.750,6143478.810,464.400,1.000,1.000,6.000
309231.750,6143478.640,464.550,1.000,1.000,1.000
309231.640,6143478.590,463.460,1.000,1.000,6.000
309231.630,6143478.430,463.470,1.000,1.000,6.000
309231.610,6143478.280,463.470,1.000,1.000,6.000
309231.600,6143478.120,463.470,1.000,1.000,6.000
309231.580,6143477.960,463.490,1.000,1.000,6.000
309231.570,6143477.810,463.490,1.000,1.000,6.000
309231.560,6143477.640,463.500,1.000,1.000,6.000
309231.540,6143477.490,463.510,1.000,1.000,6.000
309231.530,6143477.330,463.510,1.000,1.000,6.000
309231.510,6143477.190,463.490,1.000,1.000,6.000
309231.500,6143477.020,463.530,1.000,1.000,6.000
309231.490,6143476.860,463.540,1.000,1.000,6.000
309231.470,6143476.710,463.530,1.000,1.000,6.000
309231.460,6143476.550,463.540,1.000,1.000,6.000
309231.450,6143476.400,463.540,1.000,1.000,6.000
309231.430,6143476.240,463.550,1.000,1.000,6.000
309231.420,6143476.080,463.590,1.000,1.000,6.000
309231.400,6143475.930,463.560,1.000,1.000,6.000
309231.390,6143475.770,463.570,1.000,1.000,6.000
309231.380,6143475.610,463.580,1.000,1.000,6.000
309231.360,6143475.460,463.590,1.000,1.000,6.000
309231.350,6143475.300,463.600,1.000,1.000,6.000
309231.340,6143475.150,463.600,1.000,1.000,6.000
309231.320,6143475.000,463.540,1.000,1.000,6.000
309230.970,6143475.110,459.830,1.000,1.000,2.000
309230.960,6143474.960,459.840,1.000,1.000,2.000
309230.940,6143474.810,459.800,1.000,1.000,2.000
309230.930,6143474.640,459.820,1.000,1.000,2.000
309230.910,6143474.480,459.820,1.000,1.000,2.000
309230.900,6143474.320,459.810,1.000,1.000,2.000
309230.880,6143474.170,459.800,1.000,1.000,2.000
309230.860,6143474.010,459.780,1.000,1.000,2.000
309230.850,6143473.850,459.790,1.000,1.000,2.000
309230.840,6143473.690,459.810,1.000,1.000,2.000
309230.820,6143473.530,459.800,1.000,1.000,2.000
309230.810,6143473.370,459.800,1.000,1.000,2.000
309230.790,6143473.210,459.800,1.000,1.000,2.000
309230.780,6143473.060,459.780,1.000,1.000,2.000
309230.760,6143472.900,459.770,1.000,1.000,2.000
309230.750,6143472.740,459.790,1.000,1.000,2.000
309230.730,6143472.580,459.750,1.000,1.000,2.000
309230.710,6143472.420,459.740,1.000,1.000,2.000
309230.700,6143472.270,459.760,1.000,1.000,2.000
309230.700,6143472.110,459.760,1.000,1.000,2.000
309230.680,6143471.950,459.770,1.000,1.000,2.000
309230.670,6143471.790,459.750,1.000,1.000,2.000
309230.650,6143471.630,459.750,1.000,1.000,2.000
309230.640,6143471.480,459.780,1.000,1.000,2.000
309230.620,6143471.310,459.710,1.000,1.000,2.000
309230.600,6143471.160,459.700,1.000,1.000,2.000
309230.590,6143471.000,459.740,1.000,1.000,2.000
309230.570,6143470.840,459.710,1.000,1.000,2.000
309230.560,6143470.680,459.690,1.000,1.000,2.000
309230.540,6143470.520,459.700,1.000,1.000,2.000
309230.530,6143470.360,459.690,1.000,1.000,2.000
309230.510,6143470.210,459.670,1.000,1.000,2.000
309230.490,6143470.050,459.640,1.000,1.000,2.000
309230.480,6143469.900,459.660,1.000,1.000,2.000
309230.460,6143469.740,459.630,1.000,1.000,2.000
309230.450,6143469.580,459.620,1.000,1.000,2.000
309230.430,6143469.420,459.600,1.000,1.000,2.000
309230.420,6143469.260,459.580,1.000,1.000,2.000
309230.400,6143469.110,459.550,1.000,1.000,2.000
309230.390,6143468.940,459.580,1.000,1.000,2.000
309230.370,6143468.790,459.560,1.000,1.000,2.000
309230.350,6143468.630,459.530,1.000,1.000,2.000
309230.340,6143468.470,459.510,1.000,1.000,2.000
309230.320,6143468.310,459.510,1.000,1.000,2.000
309230.300,6143468.150,459.480,1.000,1.000,2.000
309230.290,6143468.000,459.460,1.000,1.000,2.000
309230.270,6143467.840,459.470,1.000,1.000,2.000
309230.250,6143467.680,459.410,1.000,1.000,2.000
309230.240,6143467.520,459.420,1.000,1.000,2.000
309230.220,6143467.360,459.410,1.000,1.000,2.000
309230.210,6143467.200,459.410,1.000,1.000,2.000
309230.190,6143467.040,459.390,1.000,1.000,2.000
309230.180,6143466.890,459.360,1.000,1.000,2.000
309230.160,6143466.730,459.330,1.000,1.000,2.000
309230.140,6143466.570,459.320,1.000,1.000,2.000
309230.130,6143466.420,459.330,1.000,1.000,2.000
309230.110,6143466.260,459.310,1.000,1.000,2.000
309230.100,6143466.100,459.310,1.000,1.000,2.000
309230.080,6143465.940,459.270,1.000,1.000,2.000
309230.070,6143465.780,459.300,1.000,1.000,2.000
309230.050,6143465.620,459.300,1.000,1.000,2.000
309230.030,6143465.470,459.260,1.000,1.000,2.000
309230.020,6143465.300,459.270,1.000,1.000,2.000
309230.010,6143465.140,459.270,1.000,1.000,2.000
309229.990,6143464.980,459.270,1.000,1.000,2.000
309229.970,6143464.830,459.240,1.000,1.000,2.000
309229.960,6143464.670,459.240,1.000,1.000,2.000
309229.950,6143464.520,459.240,1.000,1.000,2.000
309229.930,6143464.360,459.220,1.000,1.000,2.000
309229.920,6143464.200,459.230,1.000,1.000,2.000
309229.900,6143464.040,459.240,1.000,1.000,2.000
309229.880,6143463.880,459.220,1.000,1.000,2.000
309229.870,6143463.720,459.240,1.000,1.000,2.000
309229.860,6143463.560,459.230,1.000,1.000,2.000
309229.840,6143463.400,459.210,1.000,1.000,2.000
309229.840,6143463.250,459.240,1.000,1.000,2.000
309229.820,6143463.080,459.190,1.000,1.000,2.000
309229.800,6143462.930,459.150,1.000,1.000,2.000
309229.790,6143462.770,459.230,1.000,1.000,2.000
309229.770,6143462.610,459.170,1.000,1.000,2.000
309229.760,6143462.450,459.150,1.000,1.000,2.000
309229.740,6143462.290,459.110,1.000,1.000,2.000
309229.720,6143462.140,459.040,1.000,1.000,2.000
309229.700,6143461.980,459.030,1.000,1.000,2.000
309229.680,6143461.830,459.000,1.000,1.000,2.000
309229.660,6143461.670,458.960,1.000,1.000,2.000
309229.650,6143461.500,458.970,1.000,1.000,2.000
309229.630,6143461.350,458.920,1.000,1.000,2.000
309229.610,6143461.190,458.860,1.000,1.000,2.000
309229.590,6143461.030,458.830,1.000,1.000,2.000
309229.570,6143460.870,458.760,1.000,1.000,2.000
309229.550,6143460.710,458.720,1.000,1.000,2.000
309229.530,6143460.560,458.680,1.000,1.000,2.000
309229.510,6143460.390,458.630,1.000,1.000,2.000
309229.500,6143460.230,458.600,1.000,1.000,2.000
309229.480,6143460.070,458.540,1.000,1.000,2.000
309229.460,6143459.910,458.510,1.000,1.000,2.000
309229.440,6143459.750,458.440,1.000,1.000,2.000
309229.420,6143459.590,458.380,1.000,1.000,2.000
309229.400,6143459.430,458.320,1.000,1.000,2.000
309229.380,6143459.270,458.270,1.000,1.000,2.000
309229.350,6143459.110,458.200,1.000,1.000,2.000
309229.340,6143458.950,458.170,1.000,1.000,2.000
309229.320,6143458.790,458.110,1.000,1.000,2.000
309229.300,6143458.630,458.110,1.000,1.000,2.000
309229.280,6143458.470,458.080,1.000,1.000,2.000
309229.270,6143458.310,458.080,1.000,1.000,2.000
309229.250,6143458.150,458.050,1.000,1.000,2.000
309229.240,6143457.990,458.050,1.000,1.000,2.000
309229.220,6143457.830,458.040,1.000,1.000,2.000
309229.210,6143457.670,458.050,1.000,1.000,2.000
309229.190,6143457.510,458.030,1.000,1.000,2.000
309229.170,6143457.350,457.990,1.000,1.000,2.000
309229.160,6143457.190,457.990,1.000,1.000,2.000
309229.140,6143457.030,458.000,1.000,1.000,2.000
309229.130,6143456.870,457.960,1.000,1.000,2.000
309229.110,6143456.700,457.940,1.000,1.000,2.000
309229.090,6143456.540,457.930,1.000,1.000,2.000
309229.080,6143456.390,457.910,1.000,1.000,2.000
309229.060,6143456.230,457.920,1.000,1.000,2.000
309229.050,6143456.070,457.900,1.000,1.000,2.000
309229.030,6143455.900,457.870,1.000,1.000,2.000
309229.010,6143455.750,457.890,1.000,1.000,2.000
309229.000,6143455.580,457.850,1.000,1.000,2.000
309228.980,6143455.420,457.870,1.000,1.000,2.000
309228.970,6143455.260,457.850,1.000,1.000,2.000
309228.950,6143455.100,457.830,1.000,1.000,2.000
309234.020,6143496.980,468.280,1.000,4.000,5.000
309233.950,6143496.980,467.510,1.000,1.000,5.000
309233.950,6143496.810,467.610,1.000,4.000,5.000
309233.190,6143496.980,459.550,1.000,1.000,2.000
309233.730,6143495.420,466.730,1.000,2.000,5.000
309233.170,6143496.820,459.530,2.000,2.000,2.000
309233.710,6143495.280,466.610,1.000,2.000,5.000
309233.160,6143496.650,459.550,2.000,2.000,2.000
309233.670,6143495.170,466.360,1.000,2.000,5.000
309233.390,6143495.890,462.670,2.000,2.000,5.000
309233.650,6143495.030,466.250,1.000,3.000,5.000
309233.340,6143495.790,462.320,2.000,3.000,5.000
309233.130,6143496.330,459.580,3.000,3.000,2.000
309233.110,6143496.160,459.580,1.000,1.000,2.000
309233.660,6143494.630,466.690,1.000,2.000,5.000
309233.100,6143496.000,459.570,2.000,2.000,2.000
309233.650,6143494.440,466.830,1.000,2.000,5.000
309233.090,6143495.820,459.610,2.000,2.000,2.000
309233.620,6143494.320,466.650,1.000,2.000,5.000
309233.070,6143495.660,459.620,2.000,2.000,2.000
309233.710,6143493.940,467.890,1.000,2.000,5.000
